18409 3248441851
100 47 1077031
100 22 10285502
100 37 971997
100 31 10691322
100 89 6201030
100 61 4828076
100 65 1594630
101 96 7948885
101 100 6330924
101 81 4697143
101 98 5562404
101 48 5977926
101 83 3042991
101 77 1291379
101 89 7186469
101 89 4999713
101 40 2324146
102 56 2932913
102 73 6205631
102 61 8629216
102 38 2404041
102 57 5533200
102 69 1806222
103 94 6942180
103 26 1413691
103 20 5617298
103 63 9472272
103 31 2698423
103 61 3524153
103 10 6791632
103 71 10238859
103 13 2300594
103 63 7153784
103 44 9652755
103 13 9634414
103 54 3560608
103 57 3796276
103 52 862208
103 22 3795592
103 39 4954718
103 76 9968180
103 70 6996120
103 93 5506136
103 18 734816
103 97 10471123
103 78 1318001
103 27 5949809
103 71 6425432
104 93 10640482
104 82 10502042
104 77 6859122
104 17 1873813
104 47 8978089
104 24 1925707
104 61 2949565
104 47 9412809
104 76 6982183
104 37 8806894
104 60 2545194
104 62 1338605
104 47 7762053
104 60 9738802
104 74 4241669
104 40 4266681
104 99 6365393
104 31 516584
104 82 10466379
104 18 4183355
104 42 6639069
104 44 4566945
105 91 2526334
105 49 11081581
105 15 2176272
105 55 5067667
105 76 7607124
105 76 7343847
105 88 2752739
105 55 10842990
105 62 10903305
105 76 6869682
105 53 10860642
105 79 8469129
105 53 3742889
105 37 4856773
105 52 7924578
105 38 307533
105 87 3661971
105 33 4227826
105 73 5119370
105 49 10187091
105 64 11141753
105 60 9506311
105 19 4066398
105 33 10707977
105 20 3480746
105 91 4124672
105 32 5242294
105 34 8515986
105 14 3443248
106 50 1721696
106 79 9936990
106 93 9046002
106 30 2132068
106 47 3192588
106 34 10188903
106 92 6216696
106 77 5555301
106 78 1570795
107 88 9407263
107 94 10367470
107 85 3319083
107 18 7868461
107 52 9486435
107 10 277870
107 59 3758531
107 97 3758070
107 12 2565052
107 18 2933203
107 57 5468108
107 21 9167494
107 64 1496441
107 37 9847185
107 96 9623877
107 11 10453770
107 70 7867224
107 99 1509547
107 73 7907697
108 91 8127781
108 90 9148708
108 30 210494
108 78 276706
108 22 3102179
108 36 10848623
108 49 3727343
108 76 8173269
109 38 2614595
109 76 258634
109 98 5372825
109 55 1880663
109 12 6125511
109 10 2568404
109 28 8690504
109 43 4474975
109 32 409442
109 21 360478
109 37 7609662
109 99 6004239
109 22 5558430
109 61 2152522
109 63 106748
109 26 5091169
109 65 9377492
110 84 8200470
110 80 2238427
110 63 1792584
110 39 618877
110 39 2983778
110 90 4921584
110 34 10385666
110 51 7023168
110 19 5748426
110 48 4001078
110 87 8660392
110 78 6960816
110 75 1174512
110 91 1961784
110 15 6630604
110 61 8567219
110 77 638920
110 84 924321
110 88 10345140
110 53 3364430
110 52 5808851
110 82 4433944
110 24 5833523
110 16 4811460
110 10 10481207
110 51 718401
111 99 2943465
111 20 2318576
111 30 2438911
111 39 3780332
111 24 5762768
111 82 733909
111 25 8077006
111 57 3693826
111 68 7745401
111 72 2473664
112 93 5270659
112 53 6111013
112 61 1412401
112 80 3541966
112 44 2634154
112 89 8170307
112 34 9417408
112 40 1278790
112 41 1301548
112 51 8553810
112 77 3325304
112 43 638985
112 11 2876607
112 100 11209934
113 89 2685699
113 99 6182258
113 10 5123343
113 33 3961012
113 71 4163691
113 31 8249591
113 44 7150134
113 98 6832376
113 98 327211
114 41 1146216
114 30 647653
114 10 10148782
114 52 8382985
114 57 2064259
114 43 5931289
114 38 5679561
114 34 4148596
115 50 5253705
115 11 10577829
115 10 622259
115 80 6768786
115 55 3685589
115 29 4878683
116 12 1471545
116 96 1439203
116 29 1991079
116 96 7025982
116 72 4858761
116 49 6766055
116 45 6543932
116 10 3328934
116 79 10744053
116 29 626143
116 93 1092229
116 12 4001765
116 51 1388301
116 42 5270706
116 32 452604
116 15 8301620
116 63 2042367
116 76 10518933
116 98 11010294
116 29 9483419
116 16 9428272
116 87 1208669
116 60 1153197
116 35 5634795
116 91 424568
116 39 2209022
116 11 5952119
116 48 724495
117 53 1719702
117 99 6974734
117 44 3171218
117 67 6962939
117 42 6521557
117 61 8781210
117 49 4725034
117 30 4285657
117 68 6832412
117 28 1094575
117 48 10260058
117 61 6295618
117 69 785407
117 59 5984196
117 38 1432770
117 27 1450675
117 47 10635144
118 96 6043323
118 92 166668
118 99 11024637
118 83 9442344
118 56 249165
118 54 6546179
118 53 3097600
118 19 7588292
118 56 831106
118 92 1326244
118 33 3799288
118 20 383524
118 40 9609171
118 80 789839
118 79 10273515
118 84 9733115
118 79 9387527
118 91 5135008
119 11 2673334
119 28 2525448
119 13 9368409
119 18 2041476
119 85 10679244
119 92 4939489
119 45 1503177
119 40 10449906
119 40 10118469
119 79 7564180
119 71 3736841
119 69 6172084
119 44 8040306
119 16 11067803
119 48 1243415
119 29 2526346
119 46 7247808
119 49 4807629
119 59 11003162
119 58 10504896
119 48 11135175
120 38 398025
120 21 4471897
120 40 7689244
120 94 840305
120 72 10521922
120 41 7143271
120 79 5754622
120 97 1287605
120 14 7948164
120 24 8708197
120 83 6787105
120 99 4425793
120 14 5072036
120 24 10839456
120 37 1427141
120 87 7606198
120 53 5248662
120 31 2871186
120 93 7297311
120 82 7204820
120 98 1163169
120 96 2067002
120 45 8620149
121 98 5941570
121 95 455530
121 73 8661519
121 28 2870341
121 33 659771
121 59 699941
121 34 504655
121 22 4795030
121 100 159334
121 96 3774124
121 11 4760361
121 60 1149709
121 96 3991627
121 31 2658085
121 16 4947607
121 70 5395330
121 62 8573722
121 10 2033006
121 17 4458814
121 46 3656422
121 32 2845448
121 82 7921077
121 54 6057477
121 73 9184921
121 14 1748250
121 88 4360607
121 43 1233833
121 40 619151
121 77 9684107
121 98 8150359
121 50 6588515
122 18 7876140
122 14 6178932
122 20 11207972
122 65 6928460
122 12 2353986
122 39 9658921
122 56 6670288
122 52 8778144
122 18 644895
122 44 249931
122 67 6131043
122 11 4322356
122 70 8209298
122 80 1996077
122 35 2136422
122 95 6554802
122 85 8997968
122 84 6850902
122 13 5259412
122 31 6887891
122 81 5462579
122 75 4773903
122 16 7353840
122 77 2210922
122 40 2114717
122 48 4134676
122 80 6338932
123 68 1232491
123 84 5588019
123 91 3642171
123 19 7940737
123 87 5080114
123 23 5999485
123 41 8943989
123 59 4667770
123 61 1646155
123 55 4671282
123 82 9915637
123 81 353464
123 53 315625
123 97 4176192
123 84 487247
123 14 8921090
123 82 6714240
124 79 10495320
124 85 6072075
124 43 7332168
124 54 8226559
124 70 8917178
124 98 11213353
124 40 9723696
124 47 10036155
124 14 2872452
124 33 9409220
124 13 7362226
124 11 80897
124 59 6090805
124 46 7681934
124 87 6002238
125 32 2030719
125 84 7761641
125 95 3376560
125 80 339938
125 17 4705166
125 39 3000030
125 63 7145033
125 25 11144926
125 43 7313327
125 49 7597448
125 39 7334141
125 98 10536525
125 37 7201178
125 48 4890255
125 97 1781252
125 100 893245
126 78 6431323
126 66 9280550
126 78 92828
126 90 3475058
126 52 6909443
126 51 212270
126 14 7031167
126 83 11068432
126 67 6328903
126 67 7760115
126 87 6811280
126 56 6431783
126 40 2412398
126 29 9318973
126 37 5832703
126 41 8032138
126 53 314678
127 36 3191946
127 76 3865727
127 41 11206804
127 28 5735431
127 67 9653828
127 20 3578037
127 84 7172721
127 54 7283202
127 49 6950747
127 68 9519630
127 89 6785549
127 66 7762263
127 95 8613520
127 12 2433105
127 51 7380604
127 11 9645075
127 47 8290860
127 85 966335
127 79 8222028
127 46 10920328
127 48 10100110
127 72 2889127
128 59 5052211
128 91 7501563
128 17 7255765
128 58 9964298
128 73 4980973
128 56 6926011
128 93 10431430
128 16 2079254
128 26 5477379
128 25 8201158
128 88 3816372
128 100 3898584
128 53 10343743
129 20 921386
129 86 7705643
129 34 8120121
129 12 6945254
129 46 6826261
129 96 3802774
129 19 2305944
129 48 6942908
129 36 10469351
129 76 1597348
129 67 579539
129 55 7114974
129 27 11011160
129 59 6740144
129 27 1114474
129 28 5585458
129 32 3405321
129 49 2851966
129 49 1416603
129 98 849481
129 38 6803755
129 61 6900336
129 30 8719724
129 54 5173781
129 57 2740710
130 29 1728292
130 88 10906088
130 68 8001341
130 60 6689441
130 19 3625685
130 26 6165604
130 42 1474492
130 38 693200
130 28 9781670
130 21 5736576
130 64 829928
131 47 3519314
131 30 6480337
131 30 3723614
131 94 11093928
131 46 1599318
131 63 5869679
131 80 4750173
131 99 4928145
131 72 10148939
131 51 1879417
131 70 2942329
131 18 6140022
131 10 3396812
131 24 772220
132 83 871746
132 93 9424399
132 28 9004855
132 37 1956438
132 13 8908577
132 12 7616620
132 49 10055145
132 42 8981190
132 49 2581018
132 52 8595635
132 58 5317582
133 28 11211882
133 40 10370819
133 54 6185057
133 88 4492449
133 15 6987655
133 85 9712410
133 76 9172444
133 51 4193588
133 13 4548044
133 20 3819559
134 42 4843589
134 47 3437900
134 78 10299967
134 33 9286601
134 36 5787818
134 74 10254047
134 39 1234492
134 91 4663243
134 94 3021137
134 45 3355728
134 68 387310
134 46 3992499
134 26 296489
134 89 11042541
134 21 11190760
134 61 10073694
134 33 9238788
134 24 288276
135 71 5078740
135 86 9860977
135 13 4744893
135 92 8304945
135 68 9564309
135 85 8896332
135 49 132037
135 33 821209
135 82 8259603
135 39 7614418
135 11 1297776
135 90 4892118
135 34 10212404
135 99 2684668
135 86 6413199
135 44 1510696
135 93 6465059
136 82 2716855
136 23 5293708
136 16 5945004
136 52 1157223
136 14 6060147
136 79 1556190
136 17 5207128
136 76 6627166
136 98 6982501
136 57 4939500
136 87 4840317
136 93 9650747
136 48 2304829
136 99 4791654
136 31 3410097
136 45 1139404
136 18 7005552
136 81 3913948
136 71 835989
137 90 10851640
137 32 6748844
137 75 9899522
137 73 558850
137 98 7430433
137 94 2088805
137 72 5115389
137 60 451976
137 62 3544514
137 22 9068821
137 92 4611235
137 94 4941916
137 34 2289625
137 36 3323896
137 12 9987193
138 88 2317857
138 46 1644252
138 86 1056021
138 65 9383785
138 23 10782899
138 69 10763435
138 24 9677910
138 26 10677576
138 32 11174151
138 18 9353278
139 69 10546753
139 79 9133263
139 71 304664
139 19 56236
139 43 6689162
139 27 6807045
139 34 7637703
139 71 1864866
139 27 5171775
139 62 9967315
139 18 2773505
139 47 4120226
139 19 173386
139 46 6477984
139 66 4866265
139 58 6523870
139 32 8259666
139 84 8507292
139 63 4166138
139 96 2991251
139 39 5059163
140 12 4367596
140 93 7755757
140 80 5723347
140 17 7943444
140 13 6917659
140 20 6055664
140 95 2898064
140 93 3978746
140 31 10114937
140 57 10489918
140 36 4938590
140 42 9050109
140 21 5001839
141 66 2909580
141 77 1324041
141 10 8216903
141 11 3237886
141 47 2501362
141 40 9617816
141 12 1092114
141 10 4780105
141 43 6260615
141 17 3511092
141 52 4890238
141 10 1687098
141 75 1846350
141 61 3634700
141 29 11165999
141 16 6238141
141 89 796509
141 86 4272020
141 58 10546016
141 30 10488209
141 22 692100
141 19 869054
141 66 3474981
141 80 3040887
141 93 924579
141 85 7892089
141 26 8301748
141 45 3393146
141 69 6168787
141 12 3752869
142 93 1239382
142 15 6254900
142 97 10964198
142 24 3468664
142 36 10443353
142 37 664880
142 90 10406530
142 37 4806494
142 77 3004971
142 50 10527357
142 12 6794101
142 87 3367754
142 56 8779609
142 99 5232614
142 55 3346143
142 60 7539712
142 82 9543005
142 90 4790582
142 92 4856430
142 67 7100744
142 58 6324700
142 10 8440044
142 66 1858466
142 24 8147587
142 42 10602841
142 11 769039
142 82 10271502
142 50 3038917
142 94 2560096
143 53 1824465
143 30 521167
143 62 9569313
143 56 7087368
143 41 6258475
143 78 8290533
143 18 4493299
143 87 5029488
143 50 1383304
143 21 3824079
143 57 434653
143 98 5810268
143 16 10046712
143 78 5134331
143 39 10056900
143 51 3499914
143 25 6419867
143 89 10260512
143 76 1223188
143 61 7432770
144 17 8621002
144 79 4297951
144 45 9544891
144 46 8560241
144 68 5136607
144 48 8088421
144 82 1675688
144 28 10586602
144 21 7765344
144 99 8474138
144 49 6825057
144 31 7570608
144 64 9115434
144 32 2518402
144 50 3879844
144 13 5538421
144 90 1123003
144 66 3620118
144 77 288211
144 35 1960324
144 70 9800390
144 19 2934253
144 60 3666109
144 84 2652746
144 92 8648148
144 29 8194094
144 94 6441334
145 44 917966
145 67 9837134
145 56 10718894
145 96 6933403
145 69 5282553
145 67 7000544
145 91 8223348
145 56 7382258
145 67 4442954
145 68 7397053
145 88 413708
145 40 7831987
145 26 4808784
146 35 2484288
146 66 3347211
146 47 759221
146 66 495326
146 74 4661313
146 43 2304831
146 37 6422379
146 72 3260061
146 15 7007002
146 76 6177999
146 26 10323719
146 51 115676
147 39 3936721
147 96 3091309
147 44 7046587
147 72 6467702
147 51 5865090
147 20 5816139
147 15 3100973
147 27 5048414
147 61 6342097
147 61 4947461
147 100 1188836
147 14 7217111
147 79 5212386
147 77 9839667
147 28 4314329
147 63 9928826
147 85 1618612
147 69 4383410
147 46 9678826
147 76 9588299
148 75 10020919
148 85 6680973
148 97 6590337
148 12 5575115
148 60 245076
148 38 602209
148 66 2819869
148 84 2916963
148 23 3207306
148 13 2887868
148 68 581052
149 97 9411903
149 24 10777240
149 59 7931598
149 11 122584
149 18 7116519
149 86 8354897
149 95 9854959
149 42 9881587
149 42 1462018
149 98 4717247
149 29 815514
149 63 8672858
149 93 6867861
149 43 6711457
149 95 2980040
149 69 9580081
149 14 10979607
149 41 2577006
149 34 6224070
149 78 10393322
149 95 9879514
149 100 7135498
149 88 4689876
150 59 6939839
150 96 271120
150 30 588712
150 71 6865607
150 64 4710166
150 91 7492971
150 50 7572001
150 57 6967751
150 71 8322754
150 22 915104
150 41 1903940
150 54 10821966
150 30 6130858
150 22 2262519
150 76 2472412
150 79 1318785
150 63 8167210
150 59 8343535
150 22 10166753
150 15 7519935
150 42 6162636
151 32 9715473
151 45 3777469
151 18 3766218
151 76 2376061
151 14 1641418
151 42 4535941
151 65 2694352
151 70 8897518
152 57 3853898
152 91 8396698
152 36 5271776
152 59 1426021
152 21 3799108
152 14 7021937
152 94 1324319
152 79 4156330
152 97 3572240
152 22 11222823
152 97 6067080
153 25 613406
153 93 205170
153 64 4258923
153 100 5570566
153 47 866247
153 42 3428101
153 26 8822424
153 58 2232408
153 25 7717280
153 17 8595285
153 46 11115448
153 27 7946722
153 44 7968015
153 32 1104714
153 53 6684601
153 99 1446279
153 84 2742876
153 81 5901440
153 83 9427711
153 68 5540942
154 69 7002389
154 52 2293626
154 23 2886043
154 75 8963969
154 40 1280641
154 77 7703070
154 54 10050714
154 13 1423875
154 82 7741873
154 87 511204
154 97 4282636
154 66 10310687
154 73 2778560
154 24 9043859
154 16 10048846
155 33 8273515
155 63 5227863
155 88 182641
155 37 3905509
155 56 10463809
155 92 597869
155 18 3732261
155 50 10446965
155 22 8849178
155 56 725049
155 75 7491782
155 52 591212
155 11 8175876
155 81 11231394
155 20 1842279
155 24 9512115
155 36 8485657
155 71 5977113
155 95 1720766
155 68 2528131
155 31 10555517
155 48 8993627
155 91 2801682
155 11 3511220
155 45 1813952
155 86 961643
155 61 9560508
155 69 4654141
155 34 7801601
155 25 7168009
156 84 1541522
156 38 2981673
156 90 7708595
156 21 8123130
156 67 8668260
156 82 7180609
156 51 8017269
156 30 6031381
156 34 1417202
156 46 1077411
156 47 476923
156 88 3521396
156 58 8390338
156 23 1448007
156 82 7911407
156 51 1169591
156 70 2601461
156 70 4414029
156 94 3953583
156 12 552714
156 39 4625821
156 13 5460986
156 39 9978762
156 22 2519236
156 36 8910076
157 16 4055127
157 97 3123997
157 88 2207293
157 75 7320278
157 33 10919052
157 16 4372473
157 18 6740026
157 13 10405301
158 75 5354776
158 76 10132094
158 89 1174590
158 41 11081448
158 13 109655
158 53 196450
158 32 9652609
158 49 2350189
158 50 8853382
159 40 1943124
159 61 2891675
159 33 6886218
159 36 4841013
159 59 7058213
159 39 5682070
159 16 9054579
159 90 8715337
159 66 4813969
159 43 6019841
159 35 8898193
159 62 10650317
159 42 9715300
159 54 6688705
159 37 2617500
159 80 1360894
159 97 3993032
159 39 1217069
159 29 3755900
159 84 2594077
159 57 9187746
159 29 8084837
160 27 4821820
160 22 4648004
160 69 2221909
160 90 8640632
160 15 996458
160 44 4216424
160 42 11219606
160 50 2667369
160 82 7777077
160 26 6727022
160 57 6403528
160 73 9924890
160 20 2795663
160 54 5158967
160 58 262413
160 91 3446891
160 37 7395487
160 66 2454842
160 88 2030193
160 66 5923733
160 11 1315926
160 40 8192160
160 89 8407361
160 18 340341
160 85 6057333
160 61 2981597
161 88 10200660
161 19 9400583
161 80 7465382
161 96 6131184
161 88 6428216
161 48 1477756
161 54 5659164
161 42 10756458
161 26 8464450
161 33 7580732
161 80 6230565
161 28 86471
161 44 3484152
161 92 7850618
161 71 1044485
161 32 697267
161 17 10022042
161 41 9448300
161 54 5813557
161 62 5681166
161 74 3439594
162 39 217441
162 89 7526676
162 50 8015478
162 44 5561332
162 89 6710060
162 15 462687
162 10 2597045
162 80 7308932
162 35 6861140
162 70 7661211
162 81 7769595
162 95 1000599
162 39 5085606
162 73 7870548
162 66 1911190
162 12 4164671
163 86 4818730
163 41 9248761
163 68 7087665
163 23 9003671
163 22 8396086
163 34 5802280
163 74 772371
163 50 8173057
163 58 5698848
163 26 8799111
163 96 5699262
163 47 8246259
163 87 194272
163 71 3147645
163 20 2463431
163 38 8223612
163 58 1980138
163 36 2408757
163 35 9884802
164 49 5341958
164 46 4710859
164 56 10007464
164 63 2477847
164 45 5725488
164 39 6389917
164 81 10879419
164 52 9907316
164 100 8131673
164 71 9332678
164 16 8692118
164 91 7157613
164 26 4061064
164 44 4026618
164 60 7981364
164 89 8411293
164 73 8359414
164 91 9577583
164 59 4680390
165 35 714946
165 24 7931015
165 65 11172074
165 40 11069122
165 19 3028574
165 40 3717108
165 28 795165
165 89 1294458
165 65 9355040
165 100 4340298
165 27 7844168
165 13 10164114
165 82 5100507
165 24 5168093
165 26 9346415
165 93 3165044
165 61 5199045
165 30 3785711
165 41 10477457
165 84 6123320
165 20 5345437
165 78 3745529
165 78 2150141
165 13 5281282
165 94 7722251
165 33 5416273
165 15 9827935
166 90 2211835
166 100 2234873
166 38 9465406
166 92 767617
166 38 1021000
166 52 933727
166 70 8562093
166 74 8965886
166 100 7378670
167 81 2312702
167 49 660557
167 42 8323034
167 28 1049277
167 91 242380
167 19 3791678
167 17 432731
167 78 10576994
167 56 8683889
167 45 1970941
167 37 9680128
167 98 6676095
167 64 6859152
167 42 3245210
167 62 10192111
167 27 9325531
167 57 6609799
167 33 8670592
167 39 501339
167 38 7596617
168 99 4042707
168 95 6190107
168 81 4130131
168 11 11153655
168 16 79512
168 84 6103742
168 58 3344714
168 54 11098088
168 76 1533907
168 32 10988281
168 37 2572503
168 89 7598981
168 14 8107248
168 77 2572321
168 19 3255719
168 35 5825549
168 25 6739695
169 24 6201695
169 25 6481470
169 65 9383888
169 39 2679653
169 31 3168525
169 61 8258663
169 48 10480281
169 54 2075699
169 55 9590945
169 54 3872980
169 94 3479526
170 80 1986076
170 16 11092395
170 83 8831507
170 60 4024636
170 57 622548
170 81 2293534
170 19 3664488
170 12 10305342
170 20 3604386
170 72 913518
171 52 6461655
171 90 2453921
171 79 3664672
171 53 6545022
171 89 7376012
171 85 3781321
171 36 1576510
171 97 5913379
171 86 6944556
171 61 7907321
171 27 10307754
171 69 10226767
171 37 698157
171 86 833642
171 38 8629995
171 86 10456358
171 61 1354627
171 36 9367517
171 39 6844851
171 23 1142623
171 91 3329218
171 61 10932363
171 12 11203799
171 78 4815494
171 28 1291026
171 35 761342
172 92 1534892
172 31 2488818
172 56 10490908
172 10 7132979
172 98 9364917
172 62 4962973
172 27 10436140
172 19 1187144
172 75 1311194
172 92 1933190
172 43 1849859
172 44 2164957
172 56 2602530
172 96 3614511
173 33 2658622
173 88 4630659
173 77 6252420
173 92 2074496
173 79 1478643
173 79 2473344
173 30 6444760
173 86 4181265
173 10 10566519
173 30 10670295
173 68 4028542
174 40 11092870
174 60 10881594
174 15 4007411
174 98 5457005
174 37 10480595
174 95 3796353
174 35 9526917
175 67 3838609
175 72 8649755
175 64 3712635
175 11 5267270
175 84 281223
175 74 11118338
176 25 1418378
176 17 5574526
176 57 10911692
176 49 8457703
176 68 2727864
176 11 5783919
176 32 9243482
176 88 7659024
176 76 8003834
176 79 622967
176 20 7962580
177 56 4468124
177 53 6161267
177 61 10010080
177 67 5726050
177 28 8713555
177 24 973128
177 65 10026971
177 75 8797371
177 86 6934725
177 59 6994726
177 68 688813
177 59 2314433
177 11 4404543
177 12 5918246
177 63 5715956
178 16 5447742
178 47 249083
178 10 3879509
178 28 9693709
178 59 649969
178 65 1488944
178 98 1459584
178 20 10503325
178 85 5136003
178 97 749747
178 13 3180135
178 53 9009836
178 19 4078173
178 62 1977312
178 60 4204381
178 60 3766056
178 57 9350848
178 68 10482344
178 87 8848974
178 29 7611035
178 16 8576368
178 82 2712432
178 83 3339944
178 42 2443230
178 38 6883418
178 53 1657682
178 86 1423067
178 15 800673
179 95 1142205
179 92 9822043
179 68 5418161
179 63 220541
179 40 9784958
179 45 2301402
179 33 1906118
179 45 7177947
179 53 7568992
179 55 11185865
179 95 10784782
179 65 3494614
179 58 1322151
179 48 1028916
179 24 7294435
179 46 7817803
